id,name,sku,barcode,description,price,stock_quantity,category_name
744,Small Bread,SKU-0744,1001001000744,Small Bread - A detailed description of the product.,3.38,475,Clothing
745,Eco-friendly Office Chair,SKU-0745,1001001000745,Eco-friendly Office Chair - A detailed description of the product.,2.24,224,Furniture
746,Budget Water Bottle,SKU-0746,1001001000746,Budget Water Bottle - A detailed description of the product.,26.56,77,Stationery
747,Eco-friendly Laptop Sleeve,SKU-0747,1001001000747,Eco-friendly Laptop Sleeve - A detailed description of the product.,9.07,376,Beverages
748,High-Quality Office Chair,SKU-0748,1001001000748,High-Quality Office Chair - A detailed description of the product.,46.04,66,Clothing
749,Premium Shampoo,SKU-0749,1001001000749,Premium Shampoo - A detailed description of the product.,8.05,28,Personal Care
750,High-Quality Laptop Sleeve,SKU-0750,1001001000750,High-Quality Laptop Sleeve - A detailed description of the product.,4.93,139,Stationery
751,Small Sugar,SKU-0751,1001001000751,Small Sugar - A detailed description of the product.,18.38,62,Groceries
752,Eco-friendly Desk Lamp,SKU-0752,1001001000752,Eco-friendly Desk Lamp - A detailed description of the product.,25.22,465,Beverages
753,Budget Body Wash,SKU-0753,1001001000753,Budget Body Wash - A detailed description of the product.,48.83,52,Groceries
754,Premium Cereal,SKU-0754,1001001000754,Premium Cereal - A detailed description of the product.,32.51,417,Groceries
755,Budget Soap Bar,SKU-0755,1001001000755,Budget Soap Bar - A detailed description of the product.,37.96,490,Toys
756,Large Hair Dryer,SKU-0756,1001001000756,Large Hair Dryer - A detailed description of the product.,22.33,460,Furniture
757,Imported Batteries,SKU-0757,1001001000757,Imported Batteries - A detailed description of the product.,15.1,73,Stationery
758,Imported Rice,SKU-0758,1001001000758,Imported Rice - A detailed description of the product.,9.39,274,Beverages
759,Large Milk,SKU-0759,1001001000759,Large Milk - A detailed description of the product.,4.25,403,Groceries
760,Premium Desk Lamp,SKU-0760,1001001000760,Premium Desk Lamp - A detailed description of the product.,25.71,324,Home Essentials
761,Organic Smartphone Charger,SKU-0761,1001001000761,Organic Smartphone Charger - A detailed description of the product.,36.81,194,Toys
762,Large Pack of Pens,SKU-0762,1001001000762,Large Pack of Pens - A detailed description of the product.,22.12,13,Stationery
763,Small Kitchen Towel,SKU-0763,1001001000763,Small Kitchen Towel - A detailed description of the product.,38.82,271,Groceries
764,Organic Kitchen Towel,SKU-0764,1001001000764,Organic Kitchen Towel - A detailed description of the product.,7.07,131,Stationery
765,Eco-friendly Kitchen Towel,SKU-0765,1001001000765,Eco-friendly Kitchen Towel - A detailed description of the product.,5.1,286,Home Essentials
766,Organic Air Freshener,SKU-0766,1001001000766,Organic Air Freshener - A detailed description of the product.,41.7,38,Stationery
767,High-Quality Floor Cleaner,SKU-0767,1001001000767,High-Quality Floor Cleaner - A detailed description of the product.,43.21,493,Electronics
768,Organic Cola,SKU-0768,1001001000768,Organic Cola - A detailed description of the product.,14.45,246,Home Essentials
769,Budget Kitchen Towel,SKU-0769,1001001000769,Budget Kitchen Towel - A detailed description of the product.,13.35,334,Stationery
770,Imported Office Chair,SKU-0770,1001001000770,Imported Office Chair - A detailed description of the product.,19.52,336,Home Essentials
771,Large Cereal,SKU-0771,1001001000771,Large Cereal - A detailed description of the product.,38.67,300,Stationery
772,Budget Washing Powder,SKU-0772,1001001000772,Budget Washing Powder - A detailed description of the product.,49.92,301,Home Essentials
773,Budget Coffee Powder,SKU-0773,1001001000773,Budget Coffee Powder - A detailed description of the product.,23.14,430,Home Essentials
774,Organic Milk,SKU-0774,1001001000774,Organic Milk - A detailed description of the product.,36.3,255,Beverages
775,Small Bread,SKU-0775,1001001000775,Small Bread - A detailed description of the product.,3.56,24,Electronics
776,Organic Smartphone Charger,SKU-0776,1001001000776,Organic Smartphone Charger - A detailed description of the product.,14.78,280,Clothing
777,Premium Energy Drink,SKU-0777,1001001000777,Premium Energy Drink - A detailed description of the product.,22.34,416,Toys
778,Large Floor Cleaner,SKU-0778,1001001000778,Large Floor Cleaner - A detailed description of the product.,35.82,332,Home Essentials
779,Small Toy Car,SKU-0779,1001001000779,Small Toy Car - A detailed description of the product.,6.37,95,Clothing
780,Small Office Chair,SKU-0780,1001001000780,Small Office Chair - A detailed description of the product.,21.77,340,Personal Care
781,Organic Desk Lamp,SKU-0781,1001001000781,Organic Desk Lamp - A detailed description of the product.,11.82,22,Stationery
782,Large Milk,SKU-0782,1001001000782,Large Milk - A detailed description of the product.,25.4,82,Beverages
783,Premium Orange Juice,SKU-0783,1001001000783,Premium Orange Juice - A detailed description of the product.,15.62,429,Home Essentials
784,Premium Cola,SKU-0784,1001001000784,Premium Cola - A detailed description of the product.,23.18,323,Stationery
785,Premium Cola,SKU-0785,1001001000785,Premium Cola - A detailed description of the product.,18.01,261,Groceries
786,Budget USB Cable,SKU-0786,1001001000786,Budget USB Cable - A detailed description of the product.,15.11,349,Clothing
787,Large Washing Powder,SKU-0787,1001001000787,Large Washing Powder - A detailed description of the product.,32.78,339,Groceries
788,High-Quality Rice,SKU-0788,1001001000788,High-Quality Rice - A detailed description of the product.,46.35,141,Personal Care
789,Organic Soap Bar,SKU-0789,1001001000789,Organic Soap Bar - A detailed description of the product.,6.23,109,Beverages
790,Small Pack of Pens,SKU-0790,1001001000790,Small Pack of Pens - A detailed description of the product.,42.14,382,Home Essentials
791,Organic Cola,SKU-0791,1001001000791,Organic Cola - A detailed description of the product.,49.57,118,Furniture
792,Small Coffee Powder,SKU-0792,1001001000792,Small Coffee Powder - A detailed description of the product.,15.12,469,Clothing
793,Large Hair Dryer,SKU-0793,1001001000793,Large Hair Dryer - A detailed description of the product.,4.9,248,Groceries
794,Large Shampoo,SKU-0794,1001001000794,Large Shampoo - A detailed description of the product.,18.78,227,Personal Care
795,High-Quality Office Chair,SKU-0795,1001001000795,High-Quality Office Chair - A detailed description of the product.,29.13,491,Groceries
796,Large Bread,SKU-0796,1001001000796,Large Bread - A detailed description of the product.,33.61,297,Clothing
797,Premium Shampoo,SKU-0797,1001001000797,Premium Shampoo - A detailed description of the product.,10.48,444,Electronics
798,Premium Notebook,SKU-0798,1001001000798,Premium Notebook - A detailed description of the product.,30.07,195,Personal Care
799,Organic Hair Dryer,SKU-0799,1001001000799,Organic Hair Dryer - A detailed description of the product.,21.63,367,Beverages
800,Organic Bread,SKU-0800,1001001000800,Organic Bread - A detailed description of the product.,32.13,367,Personal Care
801,Imported Butter,SKU-0801,1001001000801,Imported Butter - A detailed description of the product.,25.02,326,Personal Care
802,Large Sugar,SKU-0802,1001001000802,Large Sugar - A detailed description of the product.,7.73,179,Furniture
803,Premium Rice,SKU-0803,1001001000803,Premium Rice - A detailed description of the product.,42.74,164,Stationery
804,Large Hair Dryer,SKU-0804,1001001000804,Large Hair Dryer - A detailed description of the product.,23.09,262,Stationery
805,Organic Notebook,SKU-0805,1001001000805,Organic Notebook - A detailed description of the product.,36.77,228,Home Essentials
806,High-Quality Notebook,SKU-0806,1001001000806,High-Quality Notebook - A detailed description of the product.,2.78,322,Stationery
807,High-Quality Soap Bar,SKU-0807,1001001000807,High-Quality Soap Bar - A detailed description of the product.,9.05,309,Stationery
808,High-Quality Shampoo,SKU-0808,1001001000808,High-Quality Shampoo - A detailed description of the product.,14.06,224,Toys
809,Large Sugar,SKU-0809,1001001000809,Large Sugar - A detailed description of the product.,11.3,420,Home Essentials
810,Imported Soap Bar,SKU-0810,1001001000810,Imported Soap Bar - A detailed description of the product.,11.77,371,Personal Care
811,High-Quality Notebook,SKU-0811,1001001000811,High-Quality Notebook - A detailed description of the product.,35.71,347,Stationery
812,Large Floor Cleaner,SKU-0812,1001001000812,Large Floor Cleaner - A detailed description of the product.,17.9,347,Beverages
813,Eco-friendly Toy Car,SKU-0813,1001001000813,Eco-friendly Toy Car - A detailed description of the product.,17.9,367,Furniture
814,Budget Energy Drink,SKU-0814,1001001000814,Budget Energy Drink - A detailed description of the product.,21.77,313,Clothing
815,Premium USB Cable,SKU-0815,1001001000815,Premium USB Cable - A detailed description of the product.,14.65,367,Furniture
816,Organic Kitchen Towel,SKU-0816,1001001000816,Organic Kitchen Towel - A detailed description of the product.,33.65,95,Electronics
817,Premium LED Bulb,SKU-0817,1001001000817,Premium LED Bulb - A detailed description of the product.,41.3,137,Stationery
818,Budget Rice,SKU-0818,1001001000818,Budget Rice - A detailed description of the product.,35.27,192,Personal Care
819,Budget Water Bottle,SKU-0819,1001001000819,Budget Water Bottle - A detailed description of the product.,31.57,448,Stationery
820,Organic Notebook,SKU-0820,1001001000820,Organic Notebook - A detailed description of the product.,49.02,28,Beverages
821,Imported Soap Bar,SKU-0821,1001001000821,Imported Soap Bar - A detailed description of the product.,16.24,48,Personal Care
822,Premium Milk,SKU-0822,1001001000822,Premium Milk - A detailed description of the product.,11.32,345,Personal Care
823,Imported Air Freshener,SKU-0823,1001001000823,Imported Air Freshener - A detailed description of the product.,6.65,487,Stationery
824,High-Quality Soap Bar,SKU-0824,1001001000824,High-Quality Soap Bar - A detailed description of the product.,1.73,417,Groceries
825,Premium Milk,SKU-0825,1001001000825,Premium Milk - A detailed description of the product.,30.31,206,Electronics
826,Imported Floor Cleaner,SKU-0826,1001001000826,Imported Floor Cleaner - A detailed description of the product.,32.86,142,Personal Care
827,Large Air Freshener,SKU-0827,1001001000827,Large Air Freshener - A detailed description of the product.,5.08,374,Beverages
828,High-Quality Notebook,SKU-0828,1001001000828,High-Quality Notebook - A detailed description of the product.,34.64,223,Home Essentials
829,High-Quality Cereal,SKU-0829,1001001000829,High-Quality Cereal - A detailed description of the product.,34.72,194,Stationery
830,Imported Shampoo,SKU-0830,1001001000830,Imported Shampoo - A detailed description of the product.,7.02,14,Stationery
831,Premium Hair Dryer,SKU-0831,1001001000831,Premium Hair Dryer - A detailed description of the product.,9.11,341,Beverages
832,Large Water Bottle,SKU-0832,1001001000832,Large Water Bottle - A detailed description of the product.,38.79,375,Toys
833,Imported Kitchen Towel,SKU-0833,1001001000833,Imported Kitchen Towel - A detailed description of the product.,48.41,79,Beverages
834,Eco-friendly Air Freshener,SKU-0834,1001001000834,Eco-friendly Air Freshener - A detailed description of the product.,4.69,57,Furniture
835,Imported Laptop Sleeve,SKU-0835,1001001000835,Imported Laptop Sleeve - A detailed description of the product.,44.83,414,Stationery
836,High-Quality Cola,SKU-0836,1001001000836,High-Quality Cola - A detailed description of the product.,45.57,401,Beverages
837,High-Quality Laptop Sleeve,SKU-0837,1001001000837,High-Quality Laptop Sleeve - A detailed description of the product.,38.18,403,Personal Care
838,Imported Coffee Powder,SKU-0838,1001001000838,Imported Coffee Powder - A detailed description of the product.,39.72,454,Beverages
839,Premium Body Wash,SKU-0839,1001001000839,Premium Body Wash - A detailed description of the product.,13.23,332,Electronics
840,Premium Water Bottle,SKU-0840,1001001000840,Premium Water Bottle - A detailed description of the product.,42.51,308,Beverages
841,High-Quality Pack of Pens,SKU-0841,1001001000841,High-Quality Pack of Pens - A detailed description of the product.,34.6,331,Beverages
842,Organic Office Chair,SKU-0842,1001001000842,Organic Office Chair - A detailed description of the product.,39.29,134,Furniture
843,Organic LED Bulb,SKU-0843,1001001000843,Organic LED Bulb - A detailed description of the product.,43.99,281,Beverages
844,High-Quality Orange Juice,SKU-0844,1001001000844,High-Quality Orange Juice - A detailed description of the product.,4.82,368,Furniture
845,Imported Laptop Sleeve,SKU-0845,1001001000845,Imported Laptop Sleeve - A detailed description of the product.,17.79,264,Home Essentials
846,Premium LED Bulb,SKU-0846,1001001000846,Premium LED Bulb - A detailed description of the product.,33.78,98,Home Essentials
847,Premium Cereal,SKU-0847,1001001000847,Premium Cereal - A detailed description of the product.,29.42,269,Furniture
848,Large LED Bulb,SKU-0848,1001001000848,Large LED Bulb - A detailed description of the product.,38.71,268,Home Essentials
849,Premium Air Freshener,SKU-0849,1001001000849,Premium Air Freshener - A detailed description of the product.,42.2,301,Electronics
850,Budget Soap Bar,SKU-0850,1001001000850,Budget Soap Bar - A detailed description of the product.,15.36,160,Groceries
851,Imported Air Freshener,SKU-0851,1001001000851,Imported Air Freshener - A detailed description of the product.,9.21,169,Personal Care
852,Eco-friendly Sugar,SKU-0852,1001001000852,Eco-friendly Sugar - A detailed description of the product.,4.34,375,Toys
853,Eco-friendly Toy Car,SKU-0853,1001001000853,Eco-friendly Toy Car - A detailed description of the product.,38.42,290,Clothing
854,Premium Office Chair,SKU-0854,1001001000854,Premium Office Chair - A detailed description of the product.,7.63,83,Personal Care
855,High-Quality Rice,SKU-0855,1001001000855,High-Quality Rice - A detailed description of the product.,24.35,387,Clothing
856,Eco-friendly Washing Powder,SKU-0856,1001001000856,Eco-friendly Washing Powder - A detailed description of the product.,33.99,112,Beverages
857,Large Batteries,SKU-0857,1001001000857,Large Batteries - A detailed description of the product.,44.38,46,Stationery
858,Small Toy Car,SKU-0858,1001001000858,Small Toy Car - A detailed description of the product.,41.41,95,Furniture
859,Imported Coffee Powder,SKU-0859,1001001000859,Imported Coffee Powder - A detailed description of the product.,22.21,391,Electronics
860,Small Air Freshener,SKU-0860,1001001000860,Small Air Freshener - A detailed description of the product.,40.68,56,Stationery
861,Imported Cereal,SKU-0861,1001001000861,Imported Cereal - A detailed description of the product.,42.27,359,Clothing
862,Small Laptop Sleeve,SKU-0862,1001001000862,Small Laptop Sleeve - A detailed description of the product.,10.42,224,Furniture
863,Organic Washing Powder,SKU-0863,1001001000863,Organic Washing Powder - A detailed description of the product.,48.49,100,Furniture
864,Eco-friendly Toy Car,SKU-0864,1001001000864,Eco-friendly Toy Car - A detailed description of the product.,31.72,165,Home Essentials
865,High-Quality Batteries,SKU-0865,1001001000865,High-Quality Batteries - A detailed description of the product.,26.59,67,Home Essentials
866,Organic Milk,SKU-0866,1001001000866,Organic Milk - A detailed description of the product.,45.65,61,Beverages
867,Premium Floor Cleaner,SKU-0867,1001001000867,Premium Floor Cleaner - A detailed description of the product.,19.42,180,Beverages
868,Organic Hair Dryer,SKU-0868,1001001000868,Organic Hair Dryer - A detailed description of the product.,20.35,81,Furniture
869,Organic USB Cable,SKU-0869,1001001000869,Organic USB Cable - A detailed description of the product.,44.28,256,Home Essentials
870,Small Office Chair,SKU-0870,1001001000870,Small Office Chair - A detailed description of the product.,49.68,67,Groceries
871,Budget Office Chair,SKU-0871,1001001000871,Budget Office Chair - A detailed description of the product.,40.05,260,Home Essentials
872,Small USB Cable,SKU-0872,1001001000872,Small USB Cable - A detailed description of the product.,5.08,468,Home Essentials
873,Imported Milk,SKU-0873,1001001000873,Imported Milk - A detailed description of the product.,25.06,53,Groceries
874,Imported Butter,SKU-0874,1001001000874,Imported Butter - A detailed description of the product.,1.79,462,Toys
875,Eco-friendly Batteries,SKU-0875,1001001000875,Eco-friendly Batteries - A detailed description of the product.,21.75,157,Electronics
876,Small Desk Lamp,SKU-0876,1001001000876,Small Desk Lamp - A detailed description of the product.,32.76,247,Home Essentials
877,Eco-friendly Desk Lamp,SKU-0877,1001001000877,Eco-friendly Desk Lamp - A detailed description of the product.,8.83,322,Home Essentials
878,Eco-friendly Office Chair,SKU-0878,1001001000878,Eco-friendly Office Chair - A detailed description of the product.,15.11,238,Home Essentials
879,Small Washing Powder,SKU-0879,1001001000879,Small Washing Powder - A detailed description of the product.,2.42,45,Groceries
880,Eco-friendly Coffee Powder,SKU-0880,1001001000880,Eco-friendly Coffee Powder - A detailed description of the product.,41.57,289,Beverages
881,High-Quality Energy Drink,SKU-0881,1001001000881,High-Quality Energy Drink - A detailed description of the product.,26.04,351,Furniture
882,Eco-friendly Desk Lamp,SKU-0882,1001001000882,Eco-friendly Desk Lamp - A detailed description of the product.,38.14,280,Groceries
883,Imported Bread,SKU-0883,1001001000883,Imported Bread - A detailed description of the product.,32.02,17,Toys
884,Organic Chocolate Bar,SKU-0884,1001001000884,Organic Chocolate Bar - A detailed description of the product.,4.82,133,Toys
885,Large Rice,SKU-0885,1001001000885,Large Rice - A detailed description of the product.,20.34,404,Personal Care
886,Large Hair Dryer,SKU-0886,1001001000886,Large Hair Dryer - A detailed description of the product.,18.21,467,Clothing
887,Small USB Cable,SKU-0887,1001001000887,Small USB Cable - A detailed description of the product.,7.86,261,Beverages
888,High-Quality Air Freshener,SKU-0888,1001001000888,High-Quality Air Freshener - A detailed description of the product.,3.53,499,Groceries
889,Small Batteries,SKU-0889,1001001000889,Small Batteries - A detailed description of the product.,8.03,377,Home Essentials
890,Eco-friendly Cola,SKU-0890,1001001000890,Eco-friendly Cola - A detailed description of the product.,33.38,73,Groceries
891,Eco-friendly Shampoo,SKU-0891,1001001000891,Eco-friendly Shampoo - A detailed description of the product.,43.49,454,Electronics
892,Small Kitchen Towel,SKU-0892,1001001000892,Small Kitchen Towel - A detailed description of the product.,7.82,78,Beverages
893,Small Hair Dryer,SKU-0893,1001001000893,Small Hair Dryer - A detailed description of the product.,17.96,158,Toys
894,Small Chocolate Bar,SKU-0894,1001001000894,Small Chocolate Bar - A detailed description of the product.,47.99,219,Stationery
895,High-Quality Air Freshener,SKU-0895,1001001000895,High-Quality Air Freshener - A detailed description of the product.,37.13,256,Home Essentials
896,High-Quality Sugar,SKU-0896,1001001000896,High-Quality Sugar - A detailed description of the product.,15.89,85,Groceries
897,Small Kitchen Towel,SKU-0897,1001001000897,Small Kitchen Towel - A detailed description of the product.,40.1,356,Groceries
898,Premium Washing Powder,SKU-0898,1001001000898,Premium Washing Powder - A detailed description of the product.,26.1,108,Clothing
899,Small Bread,SKU-0899,1001001000899,Small Bread - A detailed description of the product.,15.63,177,Stationery
900,High-Quality Desk Lamp,SKU-0900,1001001000900,High-Quality Desk Lamp - A detailed description of the product.,13.13,429,Beverages
901,Eco-friendly Butter,SKU-0901,1001001000901,Eco-friendly Butter - A detailed description of the product.,46.0,300,Stationery
902,Imported Butter,SKU-0902,1001001000902,Imported Butter - A detailed description of the product.,42.36,399,Groceries
903,Budget Batteries,SKU-0903,1001001000903,Budget Batteries - A detailed description of the product.,31.55,326,Beverages
904,Eco-friendly Notebook,SKU-0904,1001001000904,Eco-friendly Notebook - A detailed description of the product.,26.83,268,Personal Care
905,Small Cereal,SKU-0905,1001001000905,Small Cereal - A detailed description of the product.,27.47,143,Beverages
906,Organic Chocolate Bar,SKU-0906,1001001000906,Organic Chocolate Bar - A detailed description of the product.,20.01,101,Clothing
907,Premium Air Freshener,SKU-0907,1001001000907,Premium Air Freshener - A detailed description of the product.,18.05,278,Electronics
908,Eco-friendly Water Bottle,SKU-0908,1001001000908,Eco-friendly Water Bottle - A detailed description of the product.,40.36,451,Personal Care
909,Premium Toy Car,SKU-0909,1001001000909,Premium Toy Car - A detailed description of the product.,41.63,239,Toys
910,Organic Air Freshener,SKU-0910,1001001000910,Organic Air Freshener - A detailed description of the product.,18.08,476,Furniture
911,High-Quality Butter,SKU-0911,1001001000911,High-Quality Butter - A detailed description of the product.,30.12,258,Furniture
912,Large Notebook,SKU-0912,1001001000912,Large Notebook - A detailed description of the product.,8.69,302,Home Essentials
913,Small Water Bottle,SKU-0913,1001001000913,Small Water Bottle - A detailed description of the product.,32.08,355,Personal Care
914,Small Coffee Powder,SKU-0914,1001001000914,Small Coffee Powder - A detailed description of the product.,24.31,238,Beverages
915,Premium Shampoo,SKU-0915,1001001000915,Premium Shampoo - A detailed description of the product.,18.67,250,Electronics
916,Large Floor Cleaner,SKU-0916,1001001000916,Large Floor Cleaner - A detailed description of the product.,20.97,393,Furniture
917,Imported Batteries,SKU-0917,1001001000917,Imported Batteries - A detailed description of the product.,39.55,256,Stationery
918,Budget LED Bulb,SKU-0918,1001001000918,Budget LED Bulb - A detailed description of the product.,49.18,251,Clothing
919,Imported Body Wash,SKU-0919,1001001000919,Imported Body Wash - A detailed description of the product.,35.65,276,Beverages
920,Small Floor Cleaner,SKU-0920,1001001000920,Small Floor Cleaner - A detailed description of the product.,43.92,500,Toys
921,Imported Laptop Sleeve,SKU-0921,1001001000921,Imported Laptop Sleeve - A detailed description of the product.,38.29,386,Groceries
922,Budget Floor Cleaner,SKU-0922,1001001000922,Budget Floor Cleaner - A detailed description of the product.,41.5,71,Groceries
923,Budget Cola,SKU-0923,1001001000923,Budget Cola - A detailed description of the product.,9.99,354,Home Essentials
924,Imported Smartphone Charger,SKU-0924,1001001000924,Imported Smartphone Charger - A detailed description of the product.,48.66,18,Toys
925,Large Soap Bar,SKU-0925,1001001000925,Large Soap Bar - A detailed description of the product.,30.19,477,Stationery
926,Imported Energy Drink,SKU-0926,1001001000926,Imported Energy Drink - A detailed description of the product.,23.2,368,Home Essentials
927,Imported Office Chair,SKU-0927,1001001000927,Imported Office Chair - A detailed description of the product.,6.7,497,Toys
928,Organic Air Freshener,SKU-0928,1001001000928,Organic Air Freshener - A detailed description of the product.,23.04,394,Home Essentials
929,Organic LED Bulb,SKU-0929,1001001000929,Organic LED Bulb - A detailed description of the product.,22.09,181,Personal Care
930,Eco-friendly Notebook,SKU-0930,1001001000930,Eco-friendly Notebook - A detailed description of the product.,39.11,492,Stationery
931,Eco-friendly Coffee Powder,SKU-0931,1001001000931,Eco-friendly Coffee Powder - A detailed description of the product.,8.71,492,Toys
932,Small Air Freshener,SKU-0932,1001001000932,Small Air Freshener - A detailed description of the product.,24.62,118,Groceries
933,Large Shampoo,SKU-0933,1001001000933,Large Shampoo - A detailed description of the product.,28.94,274,Beverages
934,Imported Laptop Sleeve,SKU-0934,1001001000934,Imported Laptop Sleeve - A detailed description of the product.,6.87,159,Toys
935,Budget Sugar,SKU-0935,1001001000935,Budget Sugar - A detailed description of the product.,37.81,20,Furniture
936,Eco-friendly Coffee Powder,SKU-0936,1001001000936,Eco-friendly Coffee Powder - A detailed description of the product.,3.82,43,Furniture
937,Organic Water Bottle,SKU-0937,1001001000937,Organic Water Bottle - A detailed description of the product.,7.96,141,Beverages
938,Budget Water Bottle,SKU-0938,1001001000938,Budget Water Bottle - A detailed description of the product.,43.61,181,Clothing
939,Premium LED Bulb,SKU-0939,1001001000939,Premium LED Bulb - A detailed description of the product.,20.23,144,Personal Care
940,Large LED Bulb,SKU-0940,1001001000940,Large LED Bulb - A detailed description of the product.,46.28,498,Electronics
941,Large Hair Dryer,SKU-0941,1001001000941,Large Hair Dryer - A detailed description of the product.,40.17,185,Personal Care
942,Budget Shampoo,SKU-0942,1001001000942,Budget Shampoo - A detailed description of the product.,49.95,291,Personal Care
943,Eco-friendly Washing Powder,SKU-0943,1001001000943,Eco-friendly Washing Powder - A detailed description of the product.,43.88,14,Groceries
944,High-Quality Desk Lamp,SKU-0944,1001001000944,High-Quality Desk Lamp - A detailed description of the product.,30.37,460,Beverages
945,High-Quality LED Bulb,SKU-0945,1001001000945,High-Quality LED Bulb - A detailed description of the product.,9.13,348,Electronics
946,Premium LED Bulb,SKU-0946,1001001000946,Premium LED Bulb - A detailed description of the product.,32.32,48,Personal Care
947,Small Toy Car,SKU-0947,1001001000947,Small Toy Car - A detailed description of the product.,42.56,496,Groceries
948,Small Milk,SKU-0948,1001001000948,Small Milk - A detailed description of the product.,3.91,193,Stationery
949,Small Butter,SKU-0949,1001001000949,Small Butter - A detailed description of the product.,33.22,474,Groceries
950,Imported Butter,SKU-0950,1001001000950,Imported Butter - A detailed description of the product.,33.21,391,Clothing
951,Large Soap Bar,SKU-0951,1001001000951,Large Soap Bar - A detailed description of the product.,6.48,237,Toys
952,Imported Laptop Sleeve,SKU-0952,1001001000952,Imported Laptop Sleeve - A detailed description of the product.,21.45,298,Personal Care
953,Eco-friendly Cereal,SKU-0953,1001001000953,Eco-friendly Cereal - A detailed description of the product.,37.83,230,Home Essentials
954,Small Hair Dryer,SKU-0954,1001001000954,Small Hair Dryer - A detailed description of the product.,13.42,271,Home Essentials
955,Eco-friendly Office Chair,SKU-0955,1001001000955,Eco-friendly Office Chair - A detailed description of the product.,13.51,309,Personal Care
956,Premium Body Wash,SKU-0956,1001001000956,Premium Body Wash - A detailed description of the product.,13.19,392,Clothing
957,Organic Air Freshener,SKU-0957,1001001000957,Organic Air Freshener - A detailed description of the product.,22.68,46,Beverages
958,Eco-friendly Washing Powder,SKU-0958,1001001000958,Eco-friendly Washing Powder - A detailed description of the product.,35.09,453,Furniture
959,High-Quality Pack of Pens,SKU-0959,1001001000959,High-Quality Pack of Pens - A detailed description of the product.,6.38,389,Stationery
960,Budget Cola,SKU-0960,1001001000960,Budget Cola - A detailed description of the product.,9.71,95,Groceries
961,High-Quality Shampoo,SKU-0961,1001001000961,High-Quality Shampoo - A detailed description of the product.,34.46,292,Home Essentials
962,High-Quality Orange Juice,SKU-0962,1001001000962,High-Quality Orange Juice - A detailed description of the product.,25.02,379,Toys
963,Large Kitchen Towel,SKU-0963,1001001000963,Large Kitchen Towel - A detailed description of the product.,18.18,478,Home Essentials
964,Imported Air Freshener,SKU-0964,1001001000964,Imported Air Freshener - A detailed description of the product.,12.33,342,Electronics
965,Eco-friendly Cereal,SKU-0965,1001001000965,Eco-friendly Cereal - A detailed description of the product.,31.62,270,Toys
966,Budget Pack of Pens,SKU-0966,1001001000966,Budget Pack of Pens - A detailed description of the product.,37.37,41,Clothing
967,Large Body Wash,SKU-0967,1001001000967,Large Body Wash - A detailed description of the product.,25.39,233,Home Essentials
968,Large Notebook,SKU-0968,1001001000968,Large Notebook - A detailed description of the product.,46.86,435,Toys
969,Organic LED Bulb,SKU-0969,1001001000969,Organic LED Bulb - A detailed description of the product.,38.41,311,Furniture
970,Small Cola,SKU-0970,1001001000970,Small Cola - A detailed description of the product.,27.62,432,Stationery
971,Imported Cereal,SKU-0971,1001001000971,Imported Cereal - A detailed description of the product.,1.48,273,Electronics
972,Premium Desk Lamp,SKU-0972,1001001000972,Premium Desk Lamp - A detailed description of the product.,24.06,109,Personal Care
973,High-Quality Chocolate Bar,SKU-0973,1001001000973,High-Quality Chocolate Bar - A detailed description of the product.,6.27,222,Clothing
974,Eco-friendly Cola,SKU-0974,1001001000974,Eco-friendly Cola - A detailed description of the product.,41.73,414,Beverages
975,Premium Butter,SKU-0975,1001001000975,Premium Butter - A detailed description of the product.,47.2,390,Personal Care
976,Organic Milk,SKU-0976,1001001000976,Organic Milk - A detailed description of the product.,44.21,382,Electronics
977,Imported Washing Powder,SKU-0977,1001001000977,Imported Washing Powder - A detailed description of the product.,11.27,270,Beverages
978,High-Quality Body Wash,SKU-0978,1001001000978,High-Quality Body Wash - A detailed description of the product.,7.24,408,Stationery
979,High-Quality USB Cable,SKU-0979,1001001000979,High-Quality USB Cable - A detailed description of the product.,22.98,431,Toys
980,Small Floor Cleaner,SKU-0980,1001001000980,Small Floor Cleaner - A detailed description of the product.,6.12,361,Clothing
981,High-Quality Bread,SKU-0981,1001001000981,High-Quality Bread - A detailed description of the product.,40.75,229,Electronics
982,Imported Energy Drink,SKU-0982,1001001000982,Imported Energy Drink - A detailed description of the product.,44.09,134,Personal Care
983,High-Quality Milk,SKU-0983,1001001000983,High-Quality Milk - A detailed description of the product.,5.19,394,Groceries
984,Premium Soap Bar,SKU-0984,1001001000984,Premium Soap Bar - A detailed description of the product.,39.15,294,Toys
985,Imported Chocolate Bar,SKU-0985,1001001000985,Imported Chocolate Bar - A detailed description of the product.,40.03,222,Furniture
986,High-Quality Water Bottle,SKU-0986,1001001000986,High-Quality Water Bottle - A detailed description of the product.,6.08,78,Personal Care
987,Organic Cereal,SKU-0987,1001001000987,Organic Cereal - A detailed description of the product.,34.13,26,Home Essentials
988,Large Soap Bar,SKU-0988,1001001000988,Large Soap Bar - A detailed description of the product.,32.92,240,Home Essentials
989,Imported Bread,SKU-0989,1001001000989,Imported Bread - A detailed description of the product.,19.62,284,Furniture
990,Budget Sugar,SKU-0990,1001001000990,Budget Sugar - A detailed description of the product.,4.05,160,Groceries
991,Budget Air Freshener,SKU-0991,1001001000991,Budget Air Freshener - A detailed description of the product.,5.29,274,Toys
